	module	kME	kIN	cluster_name	HOMA.ir_estimate	HOMA.ir_p.value	HOMA.ir_p.adjust	HOMA.ir_BMI.adj.partial_estimate	HOMA.ir_BMI.adj.partial_p.value	HOMA.ir_BMI.adj.partial_p.adjust
M_4_Methionine	darkgrey	0.856374080144714	0.376101363902495	M22	0.124642717045141	0.0341742868045581	0.111066432114814	0.10769062124439	0.0680111396432502	0.283379748513543
M_1_Ornithine	darkgrey	0.857550140620204	0.371224426971094	M22	0.0813452839770029	0.167844442407497	0.347409180043472	0.040694771773155	0.491519069704621	0.800275981584701
M_172_unknown	darkmagenta	0.836435197439464	0.116238488739723	M23	0.224366970473835	0.000119638241374387	0.00127095628066724	0.120158041835371	0.0415829769911904	0.211163555033389
M_222_unknown	darkmagenta	0.789859276765104	0.0835672158871199	M23	0.219241232894631	0.000172130987810186	0.00159835917252315	0.103557365605804	0.0793442154523996	0.296400804850918
M_268_unknown	darkmagenta	0.827309400661681	0.0763431785803039	M23	-0.0300548967999446	0.610868665975553	0.790965404151613	-0.0356425635513512	0.546884460313633	0.846342971410975
M_182_unknown	green	0.943250703158609	2.13837561328845	M24	-0.0348532390361477	0.555112524236647	0.748595727705022	-0.0125951002180372	0.831463614376214	0.952265465113383
M_1078_unknown	green	0.902133871031839	1.858804425447	M24	-0.0131197738128249	0.824252308112081	0.914273038008281	0.0162600945835711	0.783499820998008	0.946607590425102
M_1084_unknown	green	0.89190797134502	1.81220620395963	M24	-0.0305026159792312	0.605562956641362	0.78723184363377	-0.00167585582627338	0.977409680446939	0.989589240327898
M_1098_unknown	green	0.865707387096824	1.1643982770241	M24	-0.00706967094924796	0.904748499225092	0.96724757318472	0.014078642673765	0.811962368090147	0.951135181413429
M_254_unknown	green	0.817452778060101	0.952683421756932	M24	-0.0823459753956594	0.16265823104377	0.339999964392374	-0.0754046975440831	0.201986573409912	0.486263973023862
M_83_Nonanoic.acid	green	0.809753217161308	0.904787525902003	M24	0.0646641231120409	0.273221905799491	0.46606515624199	0.0774371277137695	0.190058894226961	0.478830547471025
M_344_unknown	green	0.830734233095657	0.830609491778617	M24	-0.0381750943288766	0.518020547036999	0.716411394838403	-0.00328860304127903	0.955686849094116	0.977423443187846
M_299_unknown	green	0.729485755825382	0.505115086128878	M24	0.0722025333222044	0.221057408120797	0.405896370843271	0.0854666824628269	0.147964637386545	0.411012881629291
M_961_unknown	green	0.710123936441166	0.406962354098027	M24	0.0280052135715415	0.635415533655702	0.807347572996845	0.00635779279497536	0.914450097911916	0.969953865020578
M_1088_unknown	green	0.652090430839307	0.303090967668461	M24	-0.0248942831987368	0.673438180395814	0.832788193697337	0.00756950471111441	0.898226588809912	0.969752474312416
M_972_unknown	green	0.54117263207378	0.159963003149336	M24	0.00319027450277351	0.956935358178682	0.987314258438323	-0.00922911280999415	0.876076051637083	0.968451417626028
M_283_unknown	green	0.524056391374201	0.138336169798992	M24	0.0838127040929572	0.155275321108662	0.332003153686283	0.0863977685781817	0.143582790744686	0.409336903438798
M_973_unknown	green	0.474603082578303	0.0841705309003988	M24	-0.0627068277695861	0.288035078533889	0.477609186344458	0.0125636970036748	0.831877574079951	0.952265465113383
M_1085_unknown	yellow	0.908619857175649	1.86033889060281	M25	0.104642336130427	0.0757182240375955	0.198455022679182	0.04394775165259	0.457521902134723	0.769533646602263
M_1102_unknown	yellow	0.894239500310652	1.72764606006814	M25	0.111034495095844	0.0593975560518151	0.169335137867017	0.0797336199321299	0.177212057783744	0.464467086933199
M_1081_unknown	yellow	0.914796121803359	1.70590958273148	M25	0.0377064023437789	0.52317567050173	0.720474969970603	0.0138805784509859	0.814559511997034	0.951135181413429
M_51_D.Fructose	yellow	0.914097998906659	1.63318404391715	M25	0.0587233448014609	0.31981938534168	0.514560892257654	0.0316785985036344	0.59237327581202	0.855650287284028
M_1104_unknown	yellow	0.852048277100299	1.36320141145381	M25	0.160209725360848	0.00634470281294607	0.0298844697711228	0.103599314090552	0.0792219617200528	0.296400804850918
M_227_unknown	yellow	0.798372603580924	0.757084126366695	M25	0.0127499160309555	0.829129632110365	0.916554865428125	-0.00323776120194137	0.956371245949954	0.977423443187846
M_314_unknown	yellow	0.772066694959031	0.675980020134462	M25	-0.00453232731974584	0.938849449060806	0.98233387154157	0.00800844343451637	0.89235974037682	0.969752474312416
M_924_unknown	yellow	0.687500850570332	0.461225080146752	M25	-0.023886041253815	0.68594759053699	0.84125647896046	-0.0135096812965198	0.819428386915826	0.951135181413429
M_174_unknown	yellow	0.587722311218186	0.36294319234102	M25	-0.128932460142344	0.028415090796241	0.097209521145035	-0.0928162187757734	0.116022995041302	0.373341320677456
M_65_Ribonic.acid	yellow	0.690626870089864	0.357071574463254	M25	-0.0558935494160306	0.343734236303153	0.534514960758492	0.0344756480865252	0.560095310097606	0.846342971410975
M_91_unknown	yellow	0.61808374646805	0.265348122853956	M25	0.136473225587679	0.0202944591975434	0.07328554710224	0.134626380517859	0.0223033347447864	0.151012162334491
M_940_unknown	yellow	0.512421682071889	0.12539453473176	M25	0.0189404204399419	0.748498034617148	0.885616067025696	0.0298694115815938	0.61369307630923	0.865187146948067
M_201_unknown	yellow	0.489540494009645	0.117769749570232	M25	0.0703453761017584	0.233196152198387	0.421048608135977	0.0337160102252276	0.568777186838596	0.846342971410975
M_354_unknown	yellow	0.503215763661798	0.0990975071227322	M25	0.0295291990823237	0.617124490607839	0.795894680347411	0.0653146400004916	0.26925243764157	0.565056180318056
M_69_unknown	brown	0.75434242357971	0.432773580680189	M26	0.237235965281121	4.62442775824754e-05	0.000653451748448022	0.25768939124053	9.46086256133181e-06	0.000307478033243284
M_39_Erythronic.acid	brown	0.715636889540419	0.394918300628011	M26	0.225350966313445	0.000111461301075148	0.00124913527066976	0.185302431858023	0.00158633608669693	0.0303270134221473
M_99_Arabinitol	brown	0.749734467507231	0.353224343975432	M26	-0.00205330754458763	0.972275115742191	0.987466914425663	0.0738462821491698	0.211493433874745	0.487484865314129
M_946_Butane..1.2.3.trishydroxy	brown	0.705319039881508	0.292711074293591	M26	0.0260501780500158	0.659206768946817	0.82718996103365	0.0785070937844956	0.183990937425367	0.472418872916765
M_98_Myo.Inositol	brown	0.727847530225852	0.276929636159638	M26	0.0205474995228859	0.727967589031216	0.87907959748955	0.0482453072207541	0.414692111735792	0.740521628099628
M_22_3.4.Dihydroxybutanoic.acid	brown	0.63038036421954	0.201322785157436	M26	0.250682461454881	1.61649754949488e-05	0.000250172239802779	0.167428014533791	0.0043839088867459	0.0593654328413507
M_95_unknown	brown	0.589083178858395	0.170999413108033	M26	0.386909809016895	9.34377903863152e-12	3.03672818755524e-10	0.274752527663009	2.20308657969111e-06	7.95559042666235e-05
M_279_Pentitol..3.desoxy	brown	0.592608070613469	0.167138998104059	M26	0.166016204922792	0.00465907237619441	0.0229424018524725	0.0956753580996965	0.105163030568511	0.352350360152228
M_150_unknown	brown	0.570725894542505	0.162146914670336	M26	-0.0544581684392232	0.35628799912263	0.54619622507007	0.0634955886100932	0.282843450606215	0.576534783729664
M_6_2.4.Dihydroxybutanoic.acid.	brown	0.585588068274732	0.159226421112907	M26	0.0698554475506414	0.236475364506202	0.42461046112992	0.0446241047501133	0.450621925816833	0.769533646602263
M_45_unknown	brown	0.548963393115299	0.145417363809444	M26	-0.221610931083118	0.000145636445774802	0.00139211308461208	-0.0644964621418515	0.275309258766378	0.569907701267981
M_90_unknown	brown	0.603187044679547	0.121109103411918	M26	0.124726509380019	0.034052936823078	0.111066432114814	0.118871557370829	0.0438317436196487	0.217411831908981
M_932_Ribonic.acid	brown	0.581533537162924	0.113483611679313	M26	0.015434774956079	0.793884635633044	0.8958767589609	0.0698574226650532	0.237281780778316	0.531838474158294
M_958_Glycoside.....methyl	brown	0.465864714069723	0.074979080813208	M26	-0.159729811003076	0.00650589737701467	0.0302059521075681	-0.018928822730627	0.749071122817121	0.924461289748624
M_221_unknown	brown	0.409774639910923	0.0747319574013205	M26	0.192248946656568	0.00102068709774715	0.00651677047727843	0.0760499452655613	0.198142426799349	0.483893169955855
M_937_Erythritol	brown	0.498216207869207	0.0707678821284348	M26	-0.113931623456936	0.0530212549874422	0.15524241325152	-0.0670654038214896	0.256599294095764	0.555965137207488
M_92_unknown	brown	0.464758035465688	0.050455254481242	M26	-0.0912579608469584	0.121647984646543	0.290702904486224	0.0139250941168881	0.813975616568618	0.951135181413429
M_349_unknown	brown	0.405921576225556	0.0476194444643945	M26	0.00734541927561218	0.901051918685244	0.966474830272952	0.0872357815134324	0.139724251019838	0.404697993183585
M_200_Proline..4.hydroxy...trans.	steelblue	0.873269267129326	0.259988611725303	M27	0.0176936540827814	0.764549441539228	0.885616067025696	0.00622477532118864	0.916233343265592	0.969953865020578
M_103_Proline..4.hydroxy	steelblue	0.899845910341933	0.25963327683687	M27	0.00100314843810527	0.986452874693203	0.989497482331145	0.0356055291836792	0.547301363484093	0.846342971410975
M_106_unknown	steelblue	0.4975605435825	0.00508519895450976	M27	0.0182043459126716	0.757961962179139	0.885616067025696	0.0263025864352303	0.656677253616778	0.874672571415791
M_30_Arachidonic.acid	lightcyan	0.845103215591564	0.33744046649552	M28	0.0790886950982084	0.179991253876651	0.352392515119948	0.0741321181581101	0.209726062597251	0.487484865314129
M_133_unknown	lightcyan	0.792645844666336	0.284169049872885	M28	0.191068857441484	0.00109766819936337	0.0067779455266129	0.0758188777845445	0.199512876227953	0.483893169955855
M_130_unknown	lightcyan	0.759272742545625	0.151889556961918	M28	0.0643803325346046	0.275336953841422	0.46606515624199	0.0273979762777911	0.643347223804337	0.874672571415791
M_161_unknown	lightcyan	0.712085038004591	0.116737330978757	M28	0.0655462594545261	0.266718178520837	0.462411653172963	0.053419623314079	0.366386018365828	0.692303839961469
M_336_unknown	lightcyan	0.698665984387789	0.0736088562254364	M28	0.0587852283495179	0.319308797558979	0.514560892257654	-0.00735289605338405	0.901123837668768	0.969752474312416
M_340_unknown	lightcyan	0.655325140239891	0.0639513068208044	M28	0.0841108341753453	0.153806100871547	0.331039621081144	0.00641765632738417	0.913647700708925	0.969953865020578
M_70_unknown	midnightblue	0.92679314996007	1.17414168500463	M29	0.0246484422136024	0.676480255803375	0.832788193697337	0.0264651976886465	0.654691387210405	0.874672571415791
M_922_unknown	midnightblue	0.916246166407639	1.11802921033926	M29	0.0781093605793292	0.185460481064629	0.360926085904218	0.0738599571842077	0.211408635683878	0.487484865314129
M_11_Palmitic.acid	midnightblue	0.910120536585182	1.03926737737416	M29	0.155744395666118	0.00799255062443487	0.034484160853256	0.152360436357451	0.00961061931636446	0.0944606890439427
M_17_Stearic.acid	midnightblue	0.909147735247492	1.03567635041506	M29	0.138685423645153	0.0183319462583556	0.0670707740250106	0.142711671776723	0.0153597626556925	0.130342757812829
M_151_unknown	midnightblue	0.759181467783156	0.436416133145982	M29	0.1069191589463	0.0695309448138887	0.188775865681953	0.0870199437225899	0.140710379168447	0.404697993183585
M_960_unknown	midnightblue	0.601825857286504	0.0850205372959005	M29	0.0755078852798092	0.200580728166551	0.379055638299931	0.0167562128147847	0.777065259236428	0.945865952254079
M_13_Oleic.acid	purple	0.893363161248706	1.16278654980279	M30	0.121997529699387	0.038198535524072	0.120529359663334	0.0880938303109702	0.135856223123848	0.404697993183585
M_116_Myristic.acid	purple	0.902951442637793	1.00808966595956	M30	0.0614079338468134	0.298157468681539	0.491884148840103	0.0693793963336568	0.240514533707319	0.535391941471773
M_155_unknown	purple	0.810639453224515	0.918307156629281	M30	0.0889690075451583	0.131321282389681	0.304852976976045	0.0333918921084741	0.572500891455925	0.846342971410975
M_181_Palmitelaidic.acid	purple	0.820832001673573	0.702440943044506	M30	-0.0488450775929866	0.408088852451526	0.594478120964722	-0.0338295587522088	0.56747538730364	0.846342971410975
M_62_Glycerol	purple	0.773473235201267	0.391569356271515	M30	0.152219821386974	0.00955191789663971	0.039295864764657	0.0633655406561413	0.283832508913065	0.576534783729664
M_212_11.Eicosenoic.acid	purple	0.716353229300444	0.338133080799207	M30	0.0032428859758156	0.956225873791673	0.987314258438323	0.0566788576831653	0.337831022691684	0.66141615888432
M_76_Lauric.acid	purple	0.716088895185123	0.322594948516804	M30	-0.109656585910681	0.0626452756268056	0.175514780850964	-0.0979851785197253	0.0969893503978213	0.338333535222318
M_211_Linolenic.acid	purple	0.638052488199629	0.164492571772609	M30	0.0964493768374615	0.101766274349358	0.250560902754102	0.0392247819277536	0.50731334172003	0.820282766462735
M_304_Decanoic.acid	purple	0.52816609695609	0.0889340010001269	M30	-0.199077829672793	0.000664581255989917	0.00479975351548273	-0.109248324736726	0.0640993841249124	0.27776399787462
M_9_Citric.acid	purple	0.436350370210079	0.0396124082105569	M30	-0.0855793035239988	0.146722349460605	0.322194348477679	-0.0276908947007721	0.639801675597361	0.874672571415791
M_228_unknown	white	0.848274581701765	0.169471495073561	M31	0.0467405485865798	0.428606547840678	0.613643735895244	0.104199713110394	0.0774888141929768	0.296400804850918
M_947_unknown	white	0.811885929285048	0.147688046422081	M31	0.01388116357985	0.814233266171342	0.909571334405324	0.082827201974027	0.160938793291991	0.435875898499141
M_317_unknown	white	0.749824759900645	0.0508694485987375	M31	0.083380993002501	0.157421597579481	0.334392282440074	0.124450976340641	0.0347695938374628	0.188335299952923
M_288_unknown	white	0.580191616857042	0.0175682672570177	M31	0.200070307370518	0.000623664472341949	0.00460661257979849	0.197483390388331	0.000751467569810818	0.0152641850117823
M_46_Hexadecanoic.acid..2.3.dihydroxy	pink	0.905858002830539	1.01268055835192	M32	0.0703772531020222	0.232983908631647	0.421048608135977	0.0883364885106971	0.13477739437396	0.404697993183585
M_48_unknown	pink	0.867370589774273	0.989023470049913	M32	0.0144774087709184	0.806408306521813	0.906860552316918	0.0571657154969666	0.333691008614162	0.659656756598397
M_956_unknown	pink	0.823237412172751	0.536129977880004	M32	-0.0164568162554883	0.780573097206644	0.892524595182332	0.0252078790797283	0.670108469836984	0.881721670838137
M_50_Glycerol.2.phosphate	pink	0.77171644387828	0.367410474525218	M32	-0.102562528407536	0.0817538240867725	0.212559942625608	0.0197230796629375	0.738916493986634	0.923645617483292
M_274_monostearin	pink	0.766188344037175	0.364097738816171	M32	0.0363974218126705	0.537710533925985	0.734268586243467	0.0784283030515443	0.184432846250937	0.472418872916765
M_338_unknown	pink	0.731224740936704	0.361514468317872	M32	0.0116934337475407	0.843097004268329	0.923275291624089	0.000338119776231316	0.995441607959801	0.995441607959801
M_132_Phosphoric.acid.monomethyl.ester	pink	0.710513514431252	0.275740926906263	M32	-0.0027370797592223	0.963048196840629	0.987352252281402	-0.0106315346415376	0.857432414365529	0.964240604390301
M_287_unknown	pink	0.583307365442436	0.11856202412661	M32	0.00939074056976362	0.873704941672966	0.94651368681238	0.0124051200392045	0.833968654774685	0.952265465113383
M_322_unknown	pink	0.507136648338218	0.0718412588199342	M32	-0.0356096641566429	0.546553948382306	0.743221896335772	0.0298701290209728	0.613684555475414	0.865187146948067
M_159_Levoglucosan	pink	0.41333235352443	0.0370136233283884	M32	0.0970311402205322	0.0997087514095301	0.247369039756468	0.0431526406678192	0.465708330256215	0.776180550427024
M_49_unknown	pink	0.380188369450641	0.0355564119213776	M32	-0.269294140168428	3.41334541823796e-06	6.93335788079586e-05	-0.0857934463801099	0.146415400900573	0.410215562867986
M_19_Cholesterol	red	0.924214677500703	1.43314197286966	M33	0.0649999152981273	0.270733607261685	0.465547208254219	0.0473553759246807	0.423362321101893	0.750623358493121
M_199_unknown	red	0.886026552074227	1.23088075134452	M33	-0.0369891260746099	0.531115367516442	0.72832276136221	0.026926486318348	0.649071215889282	0.874672571415791
M_194_unknown	red	0.871560747855611	1.20086977150082	M33	-0.0502564122070068	0.394661415184642	0.577770089797336	0.00358710303958935	0.951669325298074	0.977423443187846
M_128_unknown	red	0.870331446793688	1.13370345035367	M33	0.0725290340058388	0.218970778176054	0.404349448336463	0.0502659372978455	0.395398047614396	0.717901483098764
M_1087_unknown	red	0.798316784334473	0.647129721669005	M33	0.0856176612830068	0.146540699815794	0.322194348477679	0.0783973330599644	0.184606759570551	0.472418872916765
M_325_unknown	red	0.709863364700205	0.343410853140622	M33	0.110680434383081	0.0602185081835979	0.170182740518864	0.0877242010983591	0.137512280908211	0.404697993183585
M_213_unknown	red	0.683949640347339	0.319340593228451	M33	0.225537347822109	0.000109972796305498	0.00124913527066976	0.130010774883391	0.0273747451628718	0.169050286043917
M_53_unknown	red	0.675448460663835	0.296411353052263	M33	0.128355772325315	0.0291373517122757	0.0986420761092668	0.118693257559869	0.0441513258645932	0.217411831908981
M_144_unknown	red	0.654162265522791	0.209469793431533	M33	-0.00399680404463532	0.946063082438497	0.98233387154157	0.00940766597063296	0.873698359269713	0.968451417626028
M_1076_unknown	red	0.448117888261209	0.0551110745850352	M33	0.141100189050416	0.0163803736786036	0.0619025749482114	0.11126064274214	0.0593214855589985	0.262526241259946
M_281_unknown	red	0.431349637810218	0.0484434828681004	M33	0.016596097636581	0.778763880591808	0.892524595182332	-0.0151189352867612	0.798355788109836	0.951135181413429
M_93_unknown	red	0.401105573860925	0.046561629731656	M33	0.0921027090243322	0.118221417718739	0.284607116730297	0.156502624253566	0.00779546593490734	0.089615977835068
M_109_unknown	paleturquoise	0.945735753279721	0.323226857076021	M34	0.0860555777754609	0.144478985549016	0.322194348477679	0.097732972743336	0.0978564686489166	0.338333535222318
M_154_unknown	paleturquoise	0.862506933539702	0.243134172818043	M34	-0.176386580130512	0.00261932313364335	0.0139554101382637	-0.081769462312145	0.166371497128853	0.446865591461796
M_134_unknown	paleturquoise	0.78913285291301	0.117756317903795	M34	0.0138672430281337	0.814416179421382	0.909571334405324	0.00264935259536819	0.964294185641899	0.982431380356167
M_40_unknown	sienna3	0.808216450465209	0.0618495518315043	M35	-0.226376416497248	0.000103499813393939	0.00124583108714927	-0.17073834617835	0.00365737035962086	0.0540293348580355
M_21_Glyceric.acid	sienna3	0.816375933305451	0.0571700361655578	M35	0.1204966252392	0.040655217376894	0.125837577595148	0.0651507013429912	0.270458698587353	0.565056180318056
M_231_unknown	sienna3	0.76503088401677	0.0277518507421088	M35	-0.0674033335331685	0.253375031116228	0.447537419091164	-0.10023375988978	0.0895258736010424	0.319735262860866
M_14_Linoleic.acid	grey	NA	NA	M_remaining	0.0537476635505927	0.362607063488073	0.548870445247124	0.0422131465435458	0.47548477525129	0.784438088479349
M_162_1H.Indole.3.acetic.acid	grey	0.254608472912243	NA	M_remaining	0.00412303826197157	0.944362257455367	0.98233387154157	0.0347015028579453	0.557526402477843	0.846342971410975
M_313_1.Monooleoylglycerol	grey	-0.059818963128632	NA	M_remaining	0.0726445804777246	0.218235715125065	0.404349448336463	0.0859183294654446	0.145826583214444	0.410215562867986
M_54_1.Octadecanol	grey	-0.0620861561042211	NA	M_remaining	0.0418975697289808	0.478024525375	0.67254532790855	0.0354887443635071	0.548617056631341	0.846342971410975
M_1030_2.3.Dihydroxybutanoic.acid	grey	0.174742614567865	NA	M_remaining	-0.00744874588872059	0.899667305400847	0.966474830272952	0.00835613098940342	0.887716693530996	0.969752474312416
M_5856_2.Butenedioic.acid	grey	-0.187841890065926	NA	M_remaining	0.0632787480743578	0.283652024833351	0.472753374722251	0.0290219682938522	0.623793913691704	0.866380435682922
M_220_3.4.5.Trihydroxypentanoic.acid	grey	-0.0868006464443429	NA	M_remaining	-0.151379707605997	0.00996127541120664	0.040467681358027	-0.154921054080726	0.00844893976210476	0.089615977835068
M_183_Acetic.acid	grey	0.00363651996551689	NA	M_remaining	0.0606512896591246	0.304161724900059	0.496746535640801	-0.0482769442857144	0.414385820412619	0.740521628099628
M_120_d.Galactose	grey	0.150623841011041	NA	M_remaining	0.0873826656336066	0.13836602844851	0.314763770405199	0.0765462733451083	0.195221912503022	0.480660011844561
M_1032_d.Galactose	grey	0.0644266820302886	NA	M_remaining	0.0225059284022491	0.703210003523435	0.855967232753245	-0.00791212998736168	0.893646574081447	0.969752474312416
M_177_d.Glucose	grey	-0.106673913623175	NA	M_remaining	0.119151006901184	0.0429697124453614	0.129307005043912	0.0388550651105212	0.511327076064318	0.822679701588631
M_88_Galactonic.acid	grey	0.323482859168278	NA	M_remaining	-0.00980811787219683	0.868141704555364	0.943632287560178	0.0180903519642046	0.759838157561295	0.928373688749703
M_362_Glucopyranose	grey	-0.140657319674934	NA	M_remaining	0.217719196470035	0.000191458393357281	0.00168172913084098	0.136889431894539	0.0201288261363122	0.142214532484814
M_318_Malic.acid	grey	0.129225030697661	NA	M_remaining	-0.0416785261370447	0.480330577473669	0.672876886547166	-0.0208289806955646	0.724852929524528	0.922464497866563
M_265_Octanoic.acid	grey	0.0915182397899169	NA	M_remaining	-0.108105376672689	0.0664748053146342	0.184652236985095	-0.0471917055819158	0.424968301423797	0.750623358493121
M_66_unknown	grey	-0.185865952796521	NA	M_remaining	0.12707818984235	0.0307935884817878	0.103174394397743	0.0076780991416271	0.896774589385771	0.969752474312416
M_80_unknown	grey	-0.00449060726922963	NA	M_remaining	-0.0197167865553465	0.738556772562492	0.885616067025696	-0.0213696300049559	0.718010702732302	0.922464497866563
M_195_unknown	grey	-0.0886822599831994	NA	M_remaining	0.0654411711041401	0.267487356296975	0.462411653172963	0.00496268713719671	0.93317263974878	0.977423443187846
M_146_unknown	grey	-0.0935829646118868	NA	M_remaining	0.0759217898830588	0.198116953295905	0.379055638299931	0.0422126315924075	0.475490164401329	0.784438088479349
M_94_unknown	grey	0.0216700584489873	NA	M_remaining	0.00274765304504477	0.962905554896311	0.987352252281402	-0.00119419930814333	0.983901294683785	0.993068076932392
M_121_unknown	grey	0.296011391028134	NA	M_remaining	-0.0116821206335586	0.843246845134474	0.923275291624089	0.0334619526613209	0.571695010051495	0.846342971410975
M_153_unknown	grey	0.283136107193752	NA	M_remaining	0.066607389765386	0.259036189884775	0.45261699845458	-0.00972545926901392	0.869469303093845	0.968451417626028
M_269_unknown	grey	0.359552351946931	NA	M_remaining	-0.0172666829435157	0.770070057360994	0.887492087384125	-0.00480740208301287	0.935259057651022	0.977423443187846
M_256_unknown	grey	-0.266666575663247	NA	M_remaining	-0.0807416142822058	0.171032211713709	0.347409180043472	-0.0508653279177279	0.389780219719703	0.711677367465751
M_5555_unknown	grey	0.0654960233436176	NA	M_remaining	-0.0858287314986381	0.145544201746848	0.322194348477679	-0.0780388192522195	0.186628804623401	0.473862199239105
M_189_unknown	grey	-0.000690733543554454	NA	M_remaining	-0.0162950849138222	0.782675414236815	0.892524595182332	-0.0299895787039466	0.612266608290154	0.865187146948067
M_936_unknown	grey	0.239303035574367	NA	M_remaining	0.0561711170237925	0.341339464741376	0.534514960758492	-0.0202130760698444	0.732674244776755	0.922942362606377
M_258_unknown	grey	0.174571319479471	NA	M_remaining	0.10685408815414	0.0697018580979519	0.188775865681953	0.0768206758825833	0.1936208032121	0.480356954533835
M_236_unknown	grey	0.138101500078694	NA	M_remaining	0.0228267825448446	0.699182773292891	0.854264666617254	0.0123221232470058	0.835063561714813	0.952265465113383
M_248_unknown	grey	-0.0563020971664016	NA	M_remaining	0.133832853625372	0.0228732931178528	0.0799335512183027	0.0875290943241042	0.138392643070596	0.404697993183585
M_270_unknown	grey	0.178143672580986	NA	M_remaining	-0.181175983576227	0.00198629496387521	0.01113010109068	-0.0448439669919263	0.448391638648594	0.769533646602263
M_275_unknown	grey	0.180830747723154	NA	M_remaining	-0.139546454478996	0.0176140128117882	0.0657994731474845	-0.0713900103969085	0.227123667640287	0.516190153727926
M_952_unknown	grey	0.177501354489443	NA	M_remaining	0.212234756559737	0.000279236785211137	0.00226879887984049	0.15277846923966	0.00941179367744018	0.0944606890439427
M_955_unknown	grey	0.19060539484485	NA	M_remaining	0.0317087689807836	0.591372673417005	0.778121938706585	0.0361624070161749	0.541049039260619	0.846342971410975
M_278_unknown	grey	0.238314059596587	NA	M_remaining	0.0669043551930506	0.25691391015665	0.451335247572493	0.103802305117001	0.0786325203696315	0.296400804850918
M_295_unknown	grey	0.0951246974460021	NA	M_remaining	-0.092532693446667	0.11650642938772	0.2825715638135	-0.135964545826096	0.0209942251583184	0.145172833541564
M_292_unknown	grey	0.30706697997362	NA	M_remaining	-0.113297952080343	0.0543649941595207	0.157755563409324	-0.0771212900297708	0.191877785630196	0.47969446407549
M_290_unknown	grey	-0.267771205469961	NA	M_remaining	0.0203632172711927	0.730312280991319	0.87907959748955	0.0595746506360942	0.313688022308123	0.625451578221717
M_966_unknown	grey	0.208721573855573	NA	M_remaining	0.0893848951167694	0.1295209423124	0.302836735622519	0.0892467413972241	0.130789144973707	0.404697993183585
M_959_unknown	grey	0.164260775845988	NA	M_remaining	-0.0581213989173617	0.324813607349224	0.520021785165014	-0.0535220490744522	0.365466462647156	0.692303839961469
M_1065_unknown	grey	-0.266874034178235	NA	M_remaining	0.0640549712129849	0.277775466178083	0.46775661403045	0.0515725713777274	0.383213995160602	0.705101452437498
M_324_unknown	grey	0.158620693756165	NA	M_remaining	0.0283505636535971	0.63125063505279	0.807347572996845	-0.0205336002598669	0.72860043250682	0.922464497866563
M_316_unknown	grey	-0.167038441056306	NA	M_remaining	0.0247100365084355	0.675717582545646	0.832788193697337	-0.00169499142708555	0.977151804777324	0.989589240327898
M_326_unknown	grey	0.216460752561873	NA	M_remaining	-0.0116455260906647	0.84373157419186	0.923275291624089	-0.00741247201222001	0.900326847197869	0.969752474312416
M_334_unknown	grey	0.179065591753926	NA	M_remaining	0.145760438088572	0.0131216746579157	0.0513800513713567	-0.0162836104297614	0.783194488252124	0.946607590425102
M_964_unknown	grey	0.132642586865184	NA	M_remaining	0.0536926864321404	0.363098909932713	0.548870445247124	0.0535722553496222	0.365016245794438	0.692303839961469
M_1057_unknown	grey	-0.19863982966893	NA	M_remaining	0.0849257203636979	0.149843894054649	0.326840708508462	0.090987901406265	0.123414701157576	0.388707251928114
M_975_unknown	grey	-0.139096992132446	NA	M_remaining	0.0545475751175918	0.355497757432125	0.54619622507007	0.0485187085827959	0.412049600067933	0.740521628099628
M_343_unknown	grey	-0.146915977724802	NA	M_remaining	-0.019076121953297	0.746757339861451	0.885616067025696	-0.0256309373240371	0.664905129209591	0.878431573142752
M_971_unknown	grey	-0.29958880955364	NA	M_remaining	0.0565964049226241	0.337690870034793	0.532764722142271	0.0570228288881184	0.334902661042263	0.659656756598397
M_1038_unknown	grey	0.45740171554725	NA	M_remaining	-0.0267621397611813	0.65050135700973	0.819430003985125	-0.0329024980803588	0.578145127054525	0.846383631949192
M_2799_unknown	grey	0.125763011123066	NA	M_remaining	0.101784979645606	0.084107643631268	0.215236095906788	0.0408390163635804	0.489983511956395	0.800275981584701
M_1035_Urea	grey	0.445592033928857	NA	M_remaining	0.0800200241492486	0.17490159577612	0.350882831032339	0.0703795867675991	0.233785574225081	0.52764105293855
M_938_Xylitol	grey	0.0837509100945194	NA	M_remaining	0.296951874965578	2.70713511883754e-07	5.865459424148e-06	0.139438810417771	0.0179018577614407	0.13040139924504
M_298_beta.Hydroxyisovaleric.acid	grey	0.217627651128007	NA	M_remaining	-0.00475357368022023	0.935870627568381	0.98233387154157	0.0222076663292844	0.707449368999819	0.919684179699765
